Source;Target;Type;Id;Label;Weight
ALGORITHMICS;INDIAN OCEAN;Directed;189778;;1
ALGORITHMICS;INDICATOR (ENVIRONMENTAL);Directed;189779;;3
ALGORITHMICS;INDICATOR (HEALTH);Directed;189780;;1
ALGORITHMICS;INDICATOR (SOCIO-ENVIRONMENTAL);Directed;189781;;1
ALGORITHMICS;MADAGASCAR;Directed;189782;;1
ALGORITHMICS;MALARIA;Directed;189783;;1
ALGORITHMICS;MANGROVE;Directed;189784;;1
ALGORITHMICS;MARINE PROTECTED AREA (MPA);Directed;189785;;1
ALGORITHMICS;MONITORING (ENVIRONMENTAL);Directed;189786;;2
ALGORITHMICS;MULTI-SCALE (SPATIAL);Directed;189787;;2
ALGORITHMICS;MULTI-SENSOR APPROACH;Directed;189788;;1
ALGORITHMICS;NATURAL HAZARD;Directed;189789;;2
ALGORITHMICS;RADAR;Directed;189790;;2
ALGORITHMICS;REMOTE SENSING;Directed;189791;;3
ALGORITHMICS;RISK (ENVIRONMENTAL);Directed;189792;;2
ALGORITHMICS;RISK ASSESSMENT;Directed;189793;;3
ALGORITHMICS;SDG 03 (SUST. DEVEL. GOAL - HEALTH AND WELL-BEING);Directed;189794;;2
ALGORITHMICS;SDG 04 (SUST. DEVEL. GOAL - EDUCATION);Directed;189795;;1
ALGORITHMICS;SDG 11 (SUST. DEVEL. GOAL - CITIES);Directed;189796;;3
ALGORITHMICS;SDG 13 (SUST. DEVEL. GOAL - CLIMATE);Directed;189797;;2
ALGORITHMICS;SDG 15 (SUST. DEVEL. GOAL - TERRESTRIAL ECOSYSTEMS);Directed;189798;;2
ALGORITHMICS;SENSOR OBSERVATION SERVICE;Directed;189799;;1
ALGORITHMICS;SOCIO-ECOSYSTEM;Directed;189800;;2
ALGORITHMICS;THE REUNION ISLAND;Directed;189801;;1
ALGORITHMICS;THEIA (DATA SERVICES INFRASTR. LAND SURFACES);Directed;189802;;1
ALGORITHMICS;TRAINING (FR: FORMATION);Directed;189803;;2
ALGORITHMICS;UMR ESPACE-DEV (SPACE FOR DEVEL.);Directed;189804;;3
ALGORITHMICS;VECTOR-BORNE DISEASE;Directed;189805;;1
ALGORITHMICS;VOLCANOLOGY;Directed;189806;;1
ALGORITHMICS;WETLAND;Directed;189807;;1
AMAZON PLAIN;CARTOGRAPHY AND MAPPING;Directed;189809;;1
AMAZON PLAIN;CLIMATE CHANGE IMPACTS;Directed;189810;;1
AMAZON PLAIN;COASTAL PROCESSES;Directed;189811;;1
AMAZON PLAIN;DATA (MULTIMODAL);Directed;189812;;1
AMAZON PLAIN;DATA (MULTISOURCE);Directed;189813;;1
AMAZON PLAIN;DATA ANALYSIS;Directed;189815;;1
AMAZON PLAIN;DATA INTEGRATION;Directed;189816;;1
AMAZON PLAIN;DATA PROCESSING;Directed;189817;;1
AMAZON PLAIN;DATA SCIENCE;Directed;189818;;1
AMAZON PLAIN;DEFORESTATION;Directed;189820;;1
AMAZON PLAIN;DENGUE FEVER;Directed;189821;;1
AMAZON PLAIN;ECOSYSTEM SERVICE;Directed;189822;;1
AMAZON PLAIN;ENVIRONMENTAL HEALTH;Directed;189824;;1
AMAZON PLAIN;EXTREME EVENT;Directed;189825;;1
AMAZON PLAIN;FRENCH GUIANA;Directed;189828;;1
AMAZON PLAIN;GEOSCIENCE;Directed;189830;;1
AMAZON PLAIN;HURRICANE;Directed;189831;;1
AMAZON PLAIN;IMPACT ASSESSMENT (HEALTH);Directed;189832;;1
AMAZON PLAIN;INDIAN OCEAN;Directed;189833;;1
AMAZON PLAIN;INDICATOR (ENVIRONMENTAL);Directed;189834;;1
AMAZON PLAIN;INDICATOR (HEALTH);Directed;189835;;1
AMAZON PLAIN;MADAGASCAR;Directed;189837;;1
AMAZON PLAIN;MALARIA;Directed;189838;;1
AMAZON PLAIN;MANGROVE;Directed;189839;;1
AMAZON PLAIN;MARINE PROTECTED AREA (MPA);Directed;189840;;1
AMAZON PLAIN;MONITORING (ENVIRONMENTAL);Directed;189841;;1
AMAZON PLAIN;MULTI-SENSOR APPROACH;Directed;189843;;1
AMAZON PLAIN;NATURAL HAZARD;Directed;189844;;1
AMAZON PLAIN;RADAR;Directed;189845;;1
AMAZON PLAIN;RISK (ENVIRONMENTAL);Directed;189847;;1
AMAZON PLAIN;RISK ASSESSMENT;Directed;189848;;1
AMAZON PLAIN;SDG 03 (SUST. DEVEL. GOAL - HEALTH AND WELL-BEING);Directed;189849;;1
AMAZON PLAIN;SDG 11 (SUST. DEVEL. GOAL - CITIES);Directed;189851;;1
AMAZON PLAIN;SENSOR OBSERVATION SERVICE;Directed;189854;;1
AMAZON PLAIN;SOCIO-ECOSYSTEM;Directed;189855;;1
AMAZON PLAIN;THE REUNION ISLAND;Directed;189856;;1
AMAZON PLAIN;THEIA (DATA SERVICES INFRASTR. LAND SURFACES);Directed;189857;;1
AMAZON PLAIN;TRAINING (FR: FORMATION);Directed;189858;;1
AMAZON PLAIN;VECTOR-BORNE DISEASE;Directed;189860;;1
AMAZON PLAIN;VOLCANOLOGY;Directed;189861;;1
AMAZON PLAIN;WETLAND;Directed;189862;;1
BRAZIL;CLIMATE CHANGE IMPACTS;Directed;189864;;3
BRAZIL;COASTAL PROCESSES;Directed;189865;;1
BRAZIL;DEFORESTATION;Directed;189874;;1
BRAZIL;ECOSYSTEM SERVICE;Directed;189876;;1
BRAZIL;EXTREME EVENT;Directed;189879;;1
BRAZIL;GEOSCIENCE;Directed;189884;;2
BRAZIL;HURRICANE;Directed;189885;;1
BRAZIL;IMPACT ASSESSMENT (HEALTH);Directed;189886;;2
BRAZIL;INDIAN OCEAN;Directed;189887;;1
BRAZIL;MADAGASCAR;Directed;189891;;1
BRAZIL;MANGROVE;Directed;189893;;1
BRAZIL;MARINE PROTECTED AREA (MPA);Directed;189894;;1
BRAZIL;MONITORING (ENVIRONMENTAL);Directed;189895;;2
BRAZIL;MULTI-SENSOR APPROACH;Directed;189897;;2
BRAZIL;NATURAL HAZARD;Directed;189898;;2
BRAZIL;RADAR;Directed;189899;;3
BRAZIL;RISK (ENVIRONMENTAL);Directed;189901;;3
BRAZIL;RISK ASSESSMENT;Directed;189902;;2
BRAZIL;SDG 11 (SUST. DEVEL. GOAL - CITIES);Directed;189905;;2
BRAZIL;SENSOR OBSERVATION SERVICE;Directed;189908;;2
BRAZIL;SOCIO-ECOSYSTEM;Directed;189909;;3
BRAZIL;THE REUNION ISLAND;Directed;189910;;1
BRAZIL;THEIA (DATA SERVICES INFRASTR. LAND SURFACES);Directed;189911;;2
BRAZIL;VOLCANOLOGY;Directed;189915;;1
BRAZIL;WETLAND;Directed;189916;;1
CARTOGRAPHY AND MAPPING;CLIMATE CHANGE IMPACTS;Directed;189917;;3
CARTOGRAPHY AND MAPPING;COASTAL PROCESSES;Directed;189918;;1
CARTOGRAPHY AND MAPPING;DECISION SUPPORT TOOL;Directed;189926;;4
CARTOGRAPHY AND MAPPING;DEFORESTATION;Directed;189927;;1
CARTOGRAPHY AND MAPPING;ECOSYSTEM SERVICE;Directed;189929;;1
CARTOGRAPHY AND MAPPING;ENVIRONMENT-SOCIETY RELATIONS;Directed;189930;;1
CARTOGRAPHY AND MAPPING;EXTREME EVENT;Directed;189932;;1
CARTOGRAPHY AND MAPPING;FLOOD (FR: CRUE/INONDATION);Directed;189933;;1
CARTOGRAPHY AND MAPPING;FLOODPLAIN;Directed;189934;;1
CARTOGRAPHY AND MAPPING;GEOSCIENCE;Directed;189937;;3
CARTOGRAPHY AND MAPPING;HURRICANE;Directed;189938;;1
CARTOGRAPHY AND MAPPING;IMPACT ASSESSMENT (HEALTH);Directed;189939;;2
CARTOGRAPHY AND MAPPING;INDIAN OCEAN;Directed;189940;;2
CARTOGRAPHY AND MAPPING;INDICATOR (SOCIO-ENVIRONMENTAL);Directed;189943;;1
CARTOGRAPHY AND MAPPING;MADAGASCAR;Directed;189944;;3
CARTOGRAPHY AND MAPPING;MANGROVE;Directed;189946;;1
CARTOGRAPHY AND MAPPING;MARINE PROTECTED AREA (MPA);Directed;189947;;2
CARTOGRAPHY AND MAPPING;MONITORING (ENVIRONMENTAL);Directed;189948;;2
CARTOGRAPHY AND MAPPING;MULTI-SENSOR APPROACH;Directed;189950;;1
CARTOGRAPHY AND MAPPING;NATURAL HAZARD;Directed;189951;;2
CARTOGRAPHY AND MAPPING;RADAR;Directed;189952;;2
CARTOGRAPHY AND MAPPING;RISK (ENVIRONMENTAL);Directed;189954;;2
CARTOGRAPHY AND MAPPING;RISK ASSESSMENT;Directed;189955;;3
CARTOGRAPHY AND MAPPING;SDG 04 (SUST. DEVEL. GOAL - EDUCATION);Directed;189957;;1
CARTOGRAPHY AND MAPPING;SDG 11 (SUST. DEVEL. GOAL - CITIES);Directed;189958;;3
CARTOGRAPHY AND MAPPING;SDG 15 (SUST. DEVEL. GOAL - TERRESTRIAL ECOSYSTEMS);Directed;189960;;2
CARTOGRAPHY AND MAPPING;SENSOR OBSERVATION SERVICE;Directed;189961;;1
CARTOGRAPHY AND MAPPING;SOCIO-ECOSYSTEM;Directed;189962;;3
CARTOGRAPHY AND MAPPING;THE REUNION ISLAND;Directed;189963;;2
CARTOGRAPHY AND MAPPING;THEIA (DATA SERVICES INFRASTR. LAND SURFACES);Directed;189964;;1
CARTOGRAPHY AND MAPPING;VOLCANOLOGY;Directed;189968;;1
CARTOGRAPHY AND MAPPING;WETLAND;Directed;189969;;1
CLIMATE CHANGE IMPACTS;COASTAL PROCESSES;Directed;189970;;1
CLIMATE CHANGE IMPACTS;DATA (MULTIMODAL);Directed;189971;;1
CLIMATE CHANGE IMPACTS;DATA (MULTISOURCE);Directed;189972;;2
CLIMATE CHANGE IMPACTS;DATA (SATELLITE);Directed;189973;;3
CLIMATE CHANGE IMPACTS;DATA ANALYSIS;Directed;189974;;3
CLIMATE CHANGE IMPACTS;DATA INTEGRATION;Directed;189975;;2
CLIMATE CHANGE IMPACTS;DATA PROCESSING;Directed;189976;;4
CLIMATE CHANGE IMPACTS;DATA SCIENCE;Directed;189977;;2
CLIMATE CHANGE IMPACTS;DECISION SUPPORT TOOL;Directed;189978;;3
CLIMATE CHANGE IMPACTS;DEFORESTATION;Directed;189979;;1
CLIMATE CHANGE IMPACTS;DENGUE FEVER;Directed;189980;;2
CLIMATE CHANGE IMPACTS;ECOSYSTEM SERVICE;Directed;189981;;1
CLIMATE CHANGE IMPACTS;ENVIRONMENT-SOCIETY RELATIONS;Directed;189982;;2
CLIMATE CHANGE IMPACTS;ENVIRONMENTAL HEALTH;Directed;189983;;1
CLIMATE CHANGE IMPACTS;EXTREME EVENT;Directed;189984;;1
CLIMATE CHANGE IMPACTS;FLOOD (FR: CRUE/INONDATION);Directed;189985;;1
CLIMATE CHANGE IMPACTS;FLOODPLAIN;Directed;189986;;1
CLIMATE CHANGE IMPACTS;FRENCH GUIANA;Directed;189987;;2
CLIMATE CHANGE IMPACTS;GEOMATICS;Directed;189988;;5
CLIMATE CHANGE IMPACTS;GEOSCIENCE;Directed;189989;;3
CLIMATE CHANGE IMPACTS;HURRICANE;Directed;189990;;1
CLIMATE CHANGE IMPACTS;IMPACT ASSESSMENT (HEALTH);Directed;189991;;2
CLIMATE CHANGE IMPACTS;INDIAN OCEAN;Directed;189992;;1
CLIMATE CHANGE IMPACTS;INDICATOR (ENVIRONMENTAL);Directed;189993;;4
CLIMATE CHANGE IMPACTS;INDICATOR (HEALTH);Directed;189994;;1
CLIMATE CHANGE IMPACTS;INDICATOR (SOCIO-ENVIRONMENTAL);Directed;189995;;1
CLIMATE CHANGE IMPACTS;MADAGASCAR;Directed;189996;;2
CLIMATE CHANGE IMPACTS;MALARIA;Directed;189997;;2
CLIMATE CHANGE IMPACTS;MANGROVE;Directed;189998;;1
CLIMATE CHANGE IMPACTS;MARINE PROTECTED AREA (MPA);Directed;189999;;1
CLIMATE CHANGE IMPACTS;MONITORING (ENVIRONMENTAL);Directed;190000;;2
CLIMATE CHANGE IMPACTS;MULTI-SCALE (SPATIAL);Directed;190001;;3
CLIMATE CHANGE IMPACTS;MULTI-SENSOR APPROACH;Directed;190002;;1
CLIMATE CHANGE IMPACTS;NATURAL HAZARD;Directed;190003;;2
CLIMATE CHANGE IMPACTS;RADAR;Directed;190004;;3
CLIMATE CHANGE IMPACTS;REMOTE SENSING;Directed;190005;;4
CLIMATE CHANGE IMPACTS;RISK (ENVIRONMENTAL);Directed;190006;;3
CLIMATE CHANGE IMPACTS;RISK ASSESSMENT;Directed;190007;;3
CLIMATE CHANGE IMPACTS;SDG 03 (SUST. DEVEL. GOAL - HEALTH AND WELL-BEING);Directed;190008;;3
CLIMATE CHANGE IMPACTS;SDG 04 (SUST. DEVEL. GOAL - EDUCATION);Directed;190009;;3
CLIMATE CHANGE IMPACTS;SDG 11 (SUST. DEVEL. GOAL - CITIES);Directed;190010;;2
CLIMATE CHANGE IMPACTS;SDG 13 (SUST. DEVEL. GOAL - CLIMATE);Directed;190011;;5
CLIMATE CHANGE IMPACTS;SDG 15 (SUST. DEVEL. GOAL - TERRESTRIAL ECOSYSTEMS);Directed;190012;;3
CLIMATE CHANGE IMPACTS;SENSOR OBSERVATION SERVICE;Directed;190013;;2
CLIMATE CHANGE IMPACTS;SOCIO-ECOSYSTEM;Directed;190014;;3
CLIMATE CHANGE IMPACTS;THE REUNION ISLAND;Directed;190015;;1
CLIMATE CHANGE IMPACTS;THEIA (DATA SERVICES INFRASTR. LAND SURFACES);Directed;190016;;3
CLIMATE CHANGE IMPACTS;TRAINING (FR: FORMATION);Directed;190017;;3
CLIMATE CHANGE IMPACTS;UMR ESPACE-DEV (SPACE FOR DEVEL.);Directed;190018;;6
CLIMATE CHANGE IMPACTS;VECTOR-BORNE DISEASE;Directed;190019;;2
CLIMATE CHANGE IMPACTS;VOLCANOLOGY;Directed;190020;;1
CLIMATE CHANGE IMPACTS;WETLAND;Directed;190021;;1
COASTAL PROCESSES;DATA (MULTIMODAL);Directed;190022;;1
COASTAL PROCESSES;DATA (MULTISOURCE);Directed;190023;;1
COASTAL PROCESSES;DATA (SATELLITE);Directed;190024;;1
COASTAL PROCESSES;DATA ANALYSIS;Directed;190025;;1
COASTAL PROCESSES;DATA INTEGRATION;Directed;190026;;1
COASTAL PROCESSES;DATA PROCESSING;Directed;190027;;1
COASTAL PROCESSES;DATA SCIENCE;Directed;190028;;1
COASTAL PROCESSES;DECISION SUPPORT TOOL;Directed;190029;;1
COASTAL PROCESSES;DEFORESTATION;Directed;190030;;1
COASTAL PROCESSES;DENGUE FEVER;Directed;190031;;1
COASTAL PROCESSES;ECOSYSTEM SERVICE;Directed;190032;;1
COASTAL PROCESSES;ENVIRONMENT-SOCIETY RELATIONS;Directed;190033;;1
COASTAL PROCESSES;ENVIRONMENTAL HEALTH;Directed;190034;;1
COASTAL PROCESSES;EXTREME EVENT;Directed;190035;;1
COASTAL PROCESSES;FLOOD (FR: CRUE/INONDATION);Directed;190036;;1
COASTAL PROCESSES;FLOODPLAIN;Directed;190037;;1
COASTAL PROCESSES;FRENCH GUIANA;Directed;190038;;1
COASTAL PROCESSES;GEOMATICS;Directed;190039;;1
COASTAL PROCESSES;GEOSCIENCE;Directed;190040;;1
COASTAL PROCESSES;HURRICANE;Directed;190041;;1
COASTAL PROCESSES;IMPACT ASSESSMENT (HEALTH);Directed;190042;;1
COASTAL PROCESSES;INDIAN OCEAN;Directed;190043;;1
COASTAL PROCESSES;INDICATOR (ENVIRONMENTAL);Directed;190044;;1
COASTAL PROCESSES;INDICATOR (HEALTH);Directed;190045;;1
COASTAL PROCESSES;INDICATOR (SOCIO-ENVIRONMENTAL);Directed;190046;;1
COASTAL PROCESSES;MADAGASCAR;Directed;190047;;1
COASTAL PROCESSES;MALARIA;Directed;190048;;1
COASTAL PROCESSES;MANGROVE;Directed;190049;;1
COASTAL PROCESSES;MARINE PROTECTED AREA (MPA);Directed;190050;;1
COASTAL PROCESSES;MONITORING (ENVIRONMENTAL);Directed;190051;;1
COASTAL PROCESSES;MULTI-SCALE (SPATIAL);Directed;190052;;1
COASTAL PROCESSES;MULTI-SENSOR APPROACH;Directed;190053;;1
COASTAL PROCESSES;NATURAL HAZARD;Directed;190054;;1
COASTAL PROCESSES;RADAR;Directed;190055;;1
COASTAL PROCESSES;REMOTE SENSING;Directed;190056;;1
COASTAL PROCESSES;RISK (ENVIRONMENTAL);Directed;190057;;1
COASTAL PROCESSES;RISK ASSESSMENT;Directed;190058;;1
COASTAL PROCESSES;SDG 03 (SUST. DEVEL. GOAL - HEALTH AND WELL-BEING);Directed;190059;;1
COASTAL PROCESSES;SDG 04 (SUST. DEVEL. GOAL - EDUCATION);Directed;190060;;1
COASTAL PROCESSES;SDG 11 (SUST. DEVEL. GOAL - CITIES);Directed;190061;;1
COASTAL PROCESSES;SDG 13 (SUST. DEVEL. GOAL - CLIMATE);Directed;190062;;1
COASTAL PROCESSES;SDG 15 (SUST. DEVEL. GOAL - TERRESTRIAL ECOSYSTEMS);Directed;190063;;1
COASTAL PROCESSES;SENSOR OBSERVATION SERVICE;Directed;190064;;1
COASTAL PROCESSES;SOCIO-ECOSYSTEM;Directed;190065;;1
COASTAL PROCESSES;THE REUNION ISLAND;Directed;190066;;1
COASTAL PROCESSES;THEIA (DATA SERVICES INFRASTR. LAND SURFACES);Directed;190067;;1
COASTAL PROCESSES;TRAINING (FR: FORMATION);Directed;190068;;1
COASTAL PROCESSES;UMR ESPACE-DEV (SPACE FOR DEVEL.);Directed;190069;;1
COASTAL PROCESSES;VECTOR-BORNE DISEASE;Directed;190070;;1
COASTAL PROCESSES;VOLCANOLOGY;Directed;190071;;1
COASTAL PROCESSES;WETLAND;Directed;190072;;1
DATA (MULTIMODAL);DECISION SUPPORT TOOL;Directed;190079;;2
DATA (MULTIMODAL);DEFORESTATION;Directed;190080;;1
DATA (MULTIMODAL);ECOSYSTEM SERVICE;Directed;190082;;1
DATA (MULTIMODAL);ENVIRONMENT-SOCIETY RELATIONS;Directed;190083;;1
DATA (MULTIMODAL);EXTREME EVENT;Directed;190085;;1
DATA (MULTIMODAL);FLOOD (FR: CRUE/INONDATION);Directed;190086;;1
DATA (MULTIMODAL);FLOODPLAIN;Directed;190087;;1
DATA (MULTIMODAL);GEOSCIENCE;Directed;190090;;1
DATA (MULTIMODAL);HURRICANE;Directed;190091;;1
DATA (MULTIMODAL);IMPACT ASSESSMENT (HEALTH);Directed;190092;;1
DATA (MULTIMODAL);INDIAN OCEAN;Directed;190093;;1
DATA (MULTIMODAL);INDICATOR (SOCIO-ENVIRONMENTAL);Directed;190096;;1
DATA (MULTIMODAL);MADAGASCAR;Directed;190097;;1
DATA (MULTIMODAL);MANGROVE;Directed;190099;;1
DATA (MULTIMODAL);MARINE PROTECTED AREA (MPA);Directed;190100;;1
DATA (MULTIMODAL);MONITORING (ENVIRONMENTAL);Directed;190101;;1
DATA (MULTIMODAL);MULTI-SENSOR APPROACH;Directed;190103;;1
DATA (MULTIMODAL);NATURAL HAZARD;Directed;190104;;1
DATA (MULTIMODAL);RADAR;Directed;190105;;1
DATA (MULTIMODAL);RISK (ENVIRONMENTAL);Directed;190107;;1
DATA (MULTIMODAL);RISK ASSESSMENT;Directed;190108;;2
DATA (MULTIMODAL);SDG 04 (SUST. DEVEL. GOAL - EDUCATION);Directed;190110;;1
DATA (MULTIMODAL);SDG 11 (SUST. DEVEL. GOAL - CITIES);Directed;190111;;2
DATA (MULTIMODAL);SDG 15 (SUST. DEVEL. GOAL - TERRESTRIAL ECOSYSTEMS);Directed;190113;;1
DATA (MULTIMODAL);SENSOR OBSERVATION SERVICE;Directed;190114;;1
DATA (MULTIMODAL);SOCIO-ECOSYSTEM;Directed;190115;;1
DATA (MULTIMODAL);THE REUNION ISLAND;Directed;190116;;1
DATA (MULTIMODAL);THEIA (DATA SERVICES INFRASTR. LAND SURFACES);Directed;190117;;1
DATA (MULTIMODAL);VOLCANOLOGY;Directed;190121;;1
DATA (MULTIMODAL);WETLAND;Directed;190122;;1
DATA (MULTISOURCE);DECISION SUPPORT TOOL;Directed;190128;;3
DATA (MULTISOURCE);DEFORESTATION;Directed;190129;;1
DATA (MULTISOURCE);ECOSYSTEM SERVICE;Directed;190131;;1
DATA (MULTISOURCE);ENVIRONMENT-SOCIETY RELATIONS;Directed;190132;;1
DATA (MULTISOURCE);EXTREME EVENT;Directed;190134;;1
DATA (MULTISOURCE);FLOOD (FR: CRUE/INONDATION);Directed;190135;;1
DATA (MULTISOURCE);FLOODPLAIN;Directed;190136;;1
DATA (MULTISOURCE);GEOSCIENCE;Directed;190139;;2
DATA (MULTISOURCE);HURRICANE;Directed;190140;;1
DATA (MULTISOURCE);IMPACT ASSESSMENT (HEALTH);Directed;190141;;2
DATA (MULTISOURCE);INDIAN OCEAN;Directed;190142;;1
DATA (MULTISOURCE);INDICATOR (SOCIO-ENVIRONMENTAL);Directed;190145;;1
DATA (MULTISOURCE);MADAGASCAR;Directed;190146;;1
DATA (MULTISOURCE);MANGROVE;Directed;190148;;1
DATA (MULTISOURCE);MARINE PROTECTED AREA (MPA);Directed;190149;;1
DATA (MULTISOURCE);MONITORING (ENVIRONMENTAL);Directed;190150;;2
DATA (MULTISOURCE);MULTI-SENSOR APPROACH;Directed;190152;;1
DATA (MULTISOURCE);NATURAL HAZARD;Directed;190153;;2
DATA (MULTISOURCE);RADAR;Directed;190154;;2
DATA (MULTISOURCE);RISK (ENVIRONMENTAL);Directed;190156;;2
DATA (MULTISOURCE);RISK ASSESSMENT;Directed;190157;;3
DATA (MULTISOURCE);SDG 04 (SUST. DEVEL. GOAL - EDUCATION);Directed;190159;;1
DATA (MULTISOURCE);SDG 11 (SUST. DEVEL. GOAL - CITIES);Directed;190160;;3
DATA (MULTISOURCE);SDG 15 (SUST. DEVEL. GOAL - TERRESTRIAL ECOSYSTEMS);Directed;190162;;2
DATA (MULTISOURCE);SENSOR OBSERVATION SERVICE;Directed;190163;;1
DATA (MULTISOURCE);SOCIO-ECOSYSTEM;Directed;190164;;2
DATA (MULTISOURCE);THE REUNION ISLAND;Directed;190165;;1
DATA (MULTISOURCE);THEIA (DATA SERVICES INFRASTR. LAND SURFACES);Directed;190166;;1
DATA (MULTISOURCE);VOLCANOLOGY;Directed;190170;;1
DATA (MULTISOURCE);WETLAND;Directed;190171;;1
DATA (SATELLITE);DEFORESTATION;Directed;190177;;1
DATA (SATELLITE);ECOSYSTEM SERVICE;Directed;190179;;1
DATA (SATELLITE);EXTREME EVENT;Directed;190182;;1
DATA (SATELLITE);GEOSCIENCE;Directed;190187;;2
DATA (SATELLITE);HURRICANE;Directed;190188;;1
DATA (SATELLITE);IMPACT ASSESSMENT (HEALTH);Directed;190189;;2
DATA (SATELLITE);INDIAN OCEAN;Directed;190190;;2
DATA (SATELLITE);MADAGASCAR;Directed;190194;;2
DATA (SATELLITE);MANGROVE;Directed;190196;;1
DATA (SATELLITE);MARINE PROTECTED AREA (MPA);Directed;190197;;2
DATA (SATELLITE);MONITORING (ENVIRONMENTAL);Directed;190198;;2
DATA (SATELLITE);MULTI-SENSOR APPROACH;Directed;190200;;1
DATA (SATELLITE);NATURAL HAZARD;Directed;190201;;2
DATA (SATELLITE);RADAR;Directed;190202;;3
DATA (SATELLITE);RISK (ENVIRONMENTAL);Directed;190204;;3
DATA (SATELLITE);RISK ASSESSMENT;Directed;190205;;3
DATA (SATELLITE);SDG 11 (SUST. DEVEL. GOAL - CITIES);Directed;190208;;3
DATA (SATELLITE);SENSOR OBSERVATION SERVICE;Directed;190211;;2
DATA (SATELLITE);SOCIO-ECOSYSTEM;Directed;190212;;4
DATA (SATELLITE);THE REUNION ISLAND;Directed;190213;;2
DATA (SATELLITE);THEIA (DATA SERVICES INFRASTR. LAND SURFACES);Directed;190214;;2
DATA (SATELLITE);VOLCANOLOGY;Directed;190218;;1
DATA (SATELLITE);WETLAND;Directed;190219;;1
DATA ANALYSIS;DECISION SUPPORT TOOL;Directed;190223;;4
DATA ANALYSIS;DEFORESTATION;Directed;190224;;1
DATA ANALYSIS;ECOSYSTEM SERVICE;Directed;190226;;1
DATA ANALYSIS;ENVIRONMENT-SOCIETY RELATIONS;Directed;190227;;2
DATA ANALYSIS;EXTREME EVENT;Directed;190229;;1
DATA ANALYSIS;FLOOD (FR: CRUE/INONDATION);Directed;190230;;1
DATA ANALYSIS;FLOODPLAIN;Directed;190231;;1
DATA ANALYSIS;GEOSCIENCE;Directed;190234;;2
DATA ANALYSIS;HURRICANE;Directed;190235;;1
DATA ANALYSIS;IMPACT ASSESSMENT (HEALTH);Directed;190236;;2
DATA ANALYSIS;INDIAN OCEAN;Directed;190237;;1
DATA ANALYSIS;INDICATOR (SOCIO-ENVIRONMENTAL);Directed;190240;;1
DATA ANALYSIS;MADAGASCAR;Directed;190241;;1
DATA ANALYSIS;MANGROVE;Directed;190243;;1
DATA ANALYSIS;MARINE PROTECTED AREA (MPA);Directed;190244;;1
DATA ANALYSIS;MONITORING (ENVIRONMENTAL);Directed;190245;;2
DATA ANALYSIS;MULTI-SENSOR APPROACH;Directed;190247;;1
DATA ANALYSIS;NATURAL HAZARD;Directed;190248;;2
DATA ANALYSIS;RADAR;Directed;190249;;3
DATA ANALYSIS;RISK (ENVIRONMENTAL);Directed;190251;;3
DATA ANALYSIS;RISK ASSESSMENT;Directed;190252;;3
DATA ANALYSIS;SDG 04 (SUST. DEVEL. GOAL - EDUCATION);Directed;190254;;2
DATA ANALYSIS;SDG 11 (SUST. DEVEL. GOAL - CITIES);Directed;190255;;3
DATA ANALYSIS;SDG 15 (SUST. DEVEL. GOAL - TERRESTRIAL ECOSYSTEMS);Directed;190257;;2
DATA ANALYSIS;SENSOR OBSERVATION SERVICE;Directed;190258;;2
DATA ANALYSIS;SOCIO-ECOSYSTEM;Directed;190259;;3
DATA ANALYSIS;THE REUNION ISLAND;Directed;190260;;1
DATA ANALYSIS;THEIA (DATA SERVICES INFRASTR. LAND SURFACES);Directed;190261;;2
DATA ANALYSIS;VOLCANOLOGY;Directed;190265;;1
DATA ANALYSIS;WETLAND;Directed;190266;;1
DATA INTEGRATION;DECISION SUPPORT TOOL;Directed;190269;;3
DATA INTEGRATION;DEFORESTATION;Directed;190270;;1
DATA INTEGRATION;ECOSYSTEM SERVICE;Directed;190272;;1
DATA INTEGRATION;ENVIRONMENT-SOCIETY RELATIONS;Directed;190273;;2
DATA INTEGRATION;EXTREME EVENT;Directed;190275;;1
DATA INTEGRATION;FLOOD (FR: CRUE/INONDATION);Directed;190276;;1
DATA INTEGRATION;FLOODPLAIN;Directed;190277;;1
DATA INTEGRATION;GEOSCIENCE;Directed;190280;;1
DATA INTEGRATION;HURRICANE;Directed;190281;;1
DATA INTEGRATION;IMPACT ASSESSMENT (HEALTH);Directed;190282;;1
DATA INTEGRATION;INDIAN OCEAN;Directed;190283;;1
DATA INTEGRATION;INDICATOR (SOCIO-ENVIRONMENTAL);Directed;190286;;1
DATA INTEGRATION;MADAGASCAR;Directed;190287;;1
DATA INTEGRATION;MANGROVE;Directed;190289;;1
DATA INTEGRATION;MARINE PROTECTED AREA (MPA);Directed;190290;;1
DATA INTEGRATION;MONITORING (ENVIRONMENTAL);Directed;190291;;1
DATA INTEGRATION;MULTI-SENSOR APPROACH;Directed;190293;;1
DATA INTEGRATION;NATURAL HAZARD;Directed;190294;;1
DATA INTEGRATION;RADAR;Directed;190295;;2
DATA INTEGRATION;RISK (ENVIRONMENTAL);Directed;190297;;2
DATA INTEGRATION;RISK ASSESSMENT;Directed;190298;;2
DATA INTEGRATION;SDG 04 (SUST. DEVEL. GOAL - EDUCATION);Directed;190300;;2
DATA INTEGRATION;SDG 11 (SUST. DEVEL. GOAL - CITIES);Directed;190301;;2
