[[[[[[[Fernando NINO]]]]]]];ALGORITHMICS;ARTIFICIAL INTELLIGENCE;BIG DATA;BRAZIL;CAMEROON;COASTAL PROCESSES;COLOMBIA;COMPUTER SCIENCE;CONCURRENT COMPUTING;DATA (COASTAL ALTIMETRY);DATA (HYDROLOGY);DATA (SATELLITE);DATA ANALYSIS;DATA CLEANING;DATA CLUSTERING;DATA CODING;DATA COLLECTION;DATA DISSEMINATION;DATA INFRASTRUCTURE;DATA INTEGRATION;DATA INTEROPERABILITY;DATA MANAGEMENT;DATA MANAGEMENT PLAN;DATA MINING;DATA PREPROCESSING;DATA PROCESSING;DATA QUALITY ASSESSMENT;DATA REANALYSIS;DATA SCIENCE;DATA SHARING;DATA WAREHOUSE;DATABASE ENGINEERING;DATABASE MANAGEMENT SYSTEM (DBMS);DECISION SUPPORT TOOL;DEVELOPMENT (SOFTWARE ARCHITECTURE);DYNAMICAL SYSTEM;EXPERTISE (ENGINEERING);EXPERTISE (SCIENTIFIC);EXPLAINABLE AI;GEODYNAMICS;GEOPHYSICS;GEOSCIENCE;GIS (GEOGR. INFORM. SYS.);GLOBAL CHANGE IMPACT;GLOBAL MODELLING (MATHEMATICS);HIGH PERFORMANCE COMPUTING (HPC);HIGH THROUGHPUT COMPUTING (HTC);HYDROLOGY;INTEROPERABILITY;IT SYSTEM MANAGEMENT;LANDCOVER;MACHINE - DEEP LEARNING;MACHINE LEARNING (STRUCTURAL);METADATA;MODEL (NUMERICAL);MODELLING;MODELLING (PHYSICS);MODELLING (VALIDATION);OCEAN CIRCULATION;OCEANOGRAPHY;OCEANOGRAPHY (PHYSICAL);OPEN DATA;OPEN SCIENCE;OPEN SOURCE;OPERATIONAL ENGINEERING;PARALLEL AND DISTRIBUTED COMPUTING;PATTERN RECOGNITION;PHYSICS;PROBABILITY DISTRIBUTION;PROBABILITY THEORY;R PROGRAMMING;RADAR;RADAR ALTIMETRY;REMOTE SENSING;SDG 04 (SUST. DEVEL. GOAL - EDUCATION);SDG 13 (SUST. DEVEL. GOAL - CLIMATE);SDG 14 (SUST. DEVEL. GOAL - OCEANS);SEA LEVEL;SEISMIC FAULT;SEISMOLOGY;SIGNAL PROCESSING;SIMULATION;SOFTWARE ENGINEERING;SPATIAL ANALYSIS;TRAINING (FR: FORMATION);UMR LEGOS (SPACE GEOPHYS. OCEANOGR. STUDIES LAB.);VIETNAM;WATER RESOURCES;WEB SERVICES;WEST AFRICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Emmanuel PARADIS]]]]]]];ALGORITHMICS;BIG DATA;BIODIVERSITY;BIODIVERSITY (ANTHROPOGENIC INFLUENCE);BIOGEOGRAPHY;BIOINFORMATICS;BIOLOGY (EVOLUTIONARY);BIOSTATISTICS;BOOTSTRAPPING (STATISTICS);CAPACITY BUILDING;COMMUNITY (BACTERIA);COMPARATIVE APPROACH;CONSERVATION BIOLOGY;DATA (ENVIRONMENTAL, SOCIO-ECOLOGICAL);DATA (GENETICS);DATA (GEOREFERENCED);DATA (MISSING DATA);DATA (SATELLITE);DATA ANALYSIS;DEFORESTATION;DEVELOPMENT (SOFTWARE ARCHITECTURE);ECOLOGY (EVOLUTIONARY);ECOLOGY (TERRESTRIAL);ECOSYSTEM DYNAMICS;ECOSYSTEM PROCESSES;ESTIMATOR (STATISTICS);FIELD SAMPLING (FR: ÉCHANTILLONNAGE);FISHES;GENOME DIVERSIFICATION;GENOMICS;GENOMICS (EVOLUTIVE);INDONESIA;MACROEVOLUTION;MATHEMATICS (APPLIED);MAXIMUM LIKELIHOOD ESTIMATION;MCMC (MARKOV CHAIN MONTE-CARLO);METAGENOMICS;MODEL (BIRTH-DEATH);MODEL GLM (GENERAL LINEARIZED MODEL);MODEL SELECTION;MODELLING;MODELLING (ECOLOGICAL);MODELLING (MATHEMATICAL);MODELLING (STATISTICAL);MODELLING (STOCHASTIC PROCESSES);MODELLING (SURVIVAL ANALYSIS);MODELLING (VALIDATION);MOLECULAR BIOLOGY;MOLECULAR DATING (EVOLUTIONARY BIOLOGY);MULTIDIMENSIONAL SCALING;MULTIDISCIPLINARY;MULTIVARIATE DATA ANALYSIS (MVA);MYOMORPHA (MICE, RATS,ETC.);NGS (NEXT GENERATION SEQUENCING);NON LINEAR DYNAMICS;OPEN SOURCE;PHYLOGENETICS;POPULATION DYNAMICS;POPULATION GENETICS;R PROGRAMMING;REMOTE SENSING;SDG 04 (SUST. DEVEL. GOAL - EDUCATION);SDG 14 (SUST. DEVEL. GOAL - OCEANS);SDG 15 (SUST. DEVEL. GOAL - TERRESTRIAL ECOSYSTEMS);SIMULATION;SOFTWARE ENGINEERING;SOUTH-EAST ASIA;SPECIATION;STATISTICS;THAILAND;TRAINING (FR: FORMATION);UMR ISEM (MONTP. INST. EVOLUT. SCI.);UNCERTAINTY ASSESSMENT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Michel LABADIE]]]]]]];ALGORITHMICS;BIG DATA;CAPACITY BUILDING;CENTRAL AFRICA;COMPUTER SCIENCE;CONCURRENT COMPUTING;CONNECTIVITY;DATA INFRASTRUCTURE;DATA INTEROPERABILITY;DATA MANAGEMENT;DATA MANAGEMENT PLAN;DATA SECURITY;DATA WAREHOUSE;DATABASE ENGINEERING;DATABASE MANAGEMENT SYSTEM (DBMS);DIGITAL DIVIDE (FR: FRACTURE NUMÉRIQUE);DIGITAL INFRASTRUCTURE;DIGITAL TRANSITION;E-LEARNING;EXPERTISE (ENGINEERING);GDPR (FR: RGPD) GEN. DATA PROTEC. REGUL.;INDICATOR (DASHBOARD);INFORMATION SYSTEM;INFORMATION TECHNOLOGY (IT);IRD-DDUNI (DEPT. INNOV. DIGITAL USES);IT INFRASTRUCTURE LIBRARY (ITIL);IT PROJECT MANAGEMENT;IT SYSTEM MANAGEMENT;IT SYSTEMS (DECENTRALIZED);IT SYSTEMS ARCHITECTURE;OPEN DATA;OPEN SCIENCE;OPEN SOURCE;OPERATIONAL ENGINEERING;SDG 04 (SUST. DEVEL. GOAL - EDUCATION);SDG 09 (SUST. DEVEL. GOAL - INDUSTRY);SDG 10 (SUST. DEVEL. GOAL - WORLD EQUITY);STRATEGIC PLANNING;TECHNOLOGY INTELLIGENCE (FR: VEILLE TECHNOL.);TRAINING (FR: FORMATION);WAN (WIDE AREA NETWORK);WEB SERVICES;WEST AFRICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Luc DECKER]]]]]]];ALGORITHMICS;CLINICAL RESEARCH INFORMATICS;COMPUTER GRAPHICS;COMPUTER SCIENCE;DATA (HEALTHCARE);DATA (SENSITIVE);DATA ANONYMISATION;DATA CITATION;DATA CLEANING;DATA CODING;DATA COLLECTION;DATA CURATION;DATA MANAGEMENT PLAN;DATA PUBLISHING;DATA QUALITY ASSESSMENT;DATA SCIENCE;DATA SECURITY;DATA SHARING;DATA WAREHOUSE;DATABASE ENGINEERING;DATABASE MANAGEMENT SYSTEM (DBMS);DEVELOPMENT (SOFTWARE ARCHITECTURE);E-LEARNING;ELECTRONIC DATA CAPTURE;FAIR (FIND, ACCESS, INTEROPERATE, REUSE) DATA;GDPR (FR: RGPD) GEN. DATA PROTEC. REGUL.;GOOD CLINICAL PRACTICE (GCP);HUMAN SUBJECTS PROTECTION;INFECTIOUS DISEASE;INFORMATION SYSTEM;INFORMATION TECHNOLOGY (IT);IT SYSTEM MANAGEMENT;IT SYSTEMS ARCHITECTURE;MATHEMATICAL MORPHOLOGY;MODEL (REACTION-DIFFUSION);MODELLING;OPEN DATA;PUBLIC HEALTH;PUBLIC-KEY CRYPTOGRAPHY;QUALITY ASSURANCE (ISO 9001 STANDARD);R PROGRAMMING;RANDOMIZATION (CLINICAL RESEARCH);SDG 03 (SUST. DEVEL. GOAL - HEALTH AND WELL-BEING);SDG 04 (SUST. DEVEL. GOAL - EDUCATION);SIMULATION;SOFTWARE ENGINEERING;TRACEABILITY;TRAINING (FR: FORMATION);WEB PORTAL DEVEL.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Christophe PROISY]]]]]]];AMAZON FOREST;BRAZIL;CLIMATE CHANGE IMPACTS;COASTAL PROCESSES;CONSERVATION BIOLOGY;ECOLOGY (FOREST);ECOLOGY (TERRESTRIAL);ECOSYSTEM DYNAMICS;ECOSYSTEM PROCESSES;ENVIRONMENT;ESTUARY;FOREST DYNAMICS;FRENCH GUIANA;ICHTHYOP (SOFTWARE);IMAGE PROCESSING;IMPACT ASSESMENT (ENVIRONMENT);INDIA;INDONESIA;LIDAR (LASER AERIAL IMAGING);MANGROVE;MODELLING;MODELLING (MULTI-SCALE);MODELLING (PHYSICS);MONITORING (ENVIRONMENTAL);MULTI-SCALE (SPATIAL);OCEANOGRAPHY;RADAR;REMOTE SENSING;REMOTE SENSING VHSR (VERY HIGH SPATIAL RESOLUTION);RIVER;SDG 13 (SUST. DEVEL. GOAL - CLIMATE);SDG 14 (SUST. DEVEL. GOAL - OCEANS);SDG 15 (SUST. DEVEL. GOAL - TERRESTRIAL ECOSYSTEMS);SOUTH-EAST ASIA;SPATIAL DYNAMICS;TROPICAL RAIN FOREST;UMR AMAP (BOTANY MODEL. PLANT ARCHITECT. VEGET.);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Alain LARAQUE (retired)]]]]]]];AMAZON RIVER;ANDES;ANTHROPOGENIC IMPACT;ATLANTIC OCEAN (INTERTROPICAL);BEHAVIOUR (HYDROCHEMICAL);BRAZIL;CARIBE ISLAND;CASIQUIARE WATERSHED (VENEZUELA);CENTRAL AFRICA;CHEMISTRY (GEO);CHEMISTRY (HYDRO-BIO-GEO);CLIMATE CHANGE IMPACTS;CLIMATOLOGY (HYDRO);COASTAL PROCESSES;COLOMBIA;CONGO WATERSHED;CRITICAL ZONE;DAM (HYDROLOGY);DATA (HYDROLOGY);DATA COLLECTION;DATA CONSERVATION;DATA MANAGEMENT;ECOSYSTEM (AQUATIC);ECOSYSTEM DYNAMICS;ECUADOR;ENVIRONMENT;EROSION;FRENCH GUIANA;GEODYNAMICS;GEOPHYSICS;GEOSCIENCE;HYDROLOGICAL BASIN;HYDROLOGICAL MONITORING SYSTEM;HYDROLOGY;HYDROSYSTEM;IMPACT ASSESMENT (ENVIRONMENT);IMPACT ASSESSMENT (WATER);INTER-TROPICAL (REGION);MAGDALENA WATERSHED (COLOMBIA);MATTER TRANSPORTATION (HYDROLOGY);METEOROLOGY (HYDRO);MONITORING (ENVIRONMENTAL);MONITORING (LONG-TERM);MULTIDISCIPLINARY;NORDESTE (BRAZIL);OBSERVATORY;ORINOCO WATERSHED;OZCAR CRITICAL ZONE RES. INFRAST.;POPULARIZATION (FR: VULGARISATION);POTAMOLOGY (RIVER STREAMS SCIENCE);RESEARCH CRUISE;RIVER;SARGASSUM (SEAWEED);SCIENTIFIC EXPERTISE;SDG 06 (SUST. DEVEL. GOAL - WATER AND SANITATION);SDG 13 (SUST. DEVEL. GOAL - CLIMATE);SDG 15 (SUST. DEVEL. GOAL - TERRESTRIAL ECOSYSTEMS);SEDIMENTATION (HYDROLOGY);SOUTH AMERICA;TRAINING (FR: FORMATION);UMR GET (GEOSCI. ENVIRON. TOULOUSE);VENEZUELA;WATER MANAGEMENT;WATER QUALITY;WATER RESOURCES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Véronique CHAFFARD]]]]]]];AMMA-CATCH HYDROL. METEOROL. OBSERVATORY;DATA CITATION;DATA DISCOVERY;DATA DISSEMINATION;DATA INFRASTRUCTURE;DATA INTEROPERABILITY;DATA MANAGEMENT;DATA QUALITY ASSESSMENT;DATA SHARING;DATABASE ENGINEERING;DATABASE MANAGEMENT SYSTEM (DBMS);FAIR (FIND, ACCESS, INTEROPERATE, REUSE) DATA;INFORMATION SYSTEM;INFORMATION TECHNOLOGY (IT);INTEROPERABILITY;IT SYSTEM MANAGEMENT;LAND SURFACES;METADATA;MOONSOON (WEST AFRICAN);OBSERVATORY;OZCAR CRITICAL ZONE RES. INFRAST.;SDG 06 (SUST. DEVEL. GOAL - WATER AND SANITATION);SDG 13 (SUST. DEVEL. GOAL - CLIMATE);SDG 15 (SUST. DEVEL. GOAL - TERRESTRIAL ECOSYSTEMS);THEIA (DATA SERVICES INFRASTR. LAND SURFACES);UMR IGE (INST. GEOSCI. ENVIRON. RES.);WEB PORTAL DEVEL.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Olivier ROCHE]]]]]]];ANDES;AVALANCHE (VOLCANISM);CALDERA FORMATION;CHILE;DATA (ACOUSTICS);DATA ANALYSIS;DENSITY CURRENT (PYROCLASTIC);DIMENSIONAL ANALYSIS;ECUADOR;EROSION;EXPERIMENTAL DEVICE;EXPLOSIVE ERUPTION;EXTREME EVENT;FLUIDIZATION;GEOPHYSICS;GEOSCIENCE;GRANULAR FLOW (VOLCANISM);MAGMA RESERVOIR;MODEL (FLOW PROPAGATION);MODEL (NUMERICAL);MODEL (PHYSICAL SCALE);MODEL (TWO-PHASE FLOW);MODELLING;MODELLING (PREDICTIVE);PERU;PHYSICS;PORE FLUID PRESSURE;PYROCLASTIC FLOW;RISK (SEISMIC - TELLURIC);RISK ASSESSMENT;SDG 11 (SUST. DEVEL. GOAL - CITIES);SIMULATION;TSUNAMI;UMR LMV (LAB. MAGMAS & VOLCANOES);VOLCANIC ASH FALL;VOLCANIC HAZARD;VOLCANIC PLUME;VOLCANIC SUPERERUPTION;VOLCANISM (ERUPTIVE);VOLCANOLOGY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Jocelyne FERRARIS (retired)]]]]]]];ANIMAL COMMUNITY;ANTHROPOGENIC IMPACT;ARCHIPELAGO;ARTISANAL FISHERY;ATOLL;BEHAVIOUR (FISHERMEN);BIODIVERSITY (CONSERVATION);BIODIVERSITY (ISLAND);BIODIVERSITY (MARINE);BIOSTATISTICS;CLASSIFICATION;TYPOLOGY;CLIMATE CHANGE IMPACTS;COASTAL PROCESSES;COMMUNITY (RECIFAL);COMPARATIVE APPROACH;COMPLEX SYSTEM;CORAL REEF;DATA (ENVIRONMENTAL, SOCIO-ECOLOGICAL);DATA (QUALITATIVE);DATA ANALYSIS;DATA CODING;DATA COLLECTION;DATA CONSERVATION;DATA MANAGEMENT;DATABASE ENGINEERING;DATABASE MANAGEMENT SYSTEM (DBMS);DYNAMICAL SYSTEM;ECOLOGY (FISHERIES);ECOLOGY (LAGOON);ECOLOGY (MARINE);ECOLOGY (QUANTITATIVE);ECOSYSTEM (AQUATIC);ECOSYSTEM (LAGOON/REEF);ECOSYSTEM (MARINE);ECOSYSTEM DYNAMICS;EDUCATION;PEDAGOGY;EDUCATIONAL GAME;ENVIRONMENT;ENVIRONMENT (ISLAND);ENVIRONMENT (MARINE);FISHERIES MANAGEMENT;FISHERIES RESOURCE;FISHERIES SCIENCE (FR: HALIEUTIQUE);FISHERMEN COMMUNITY;FISHING STRATEGY ANALYSIS;FRENCH POLYNESIA;GIS (GEOG. INF. SYS.);GLOBAL CHANGE IMPACT;HERITAGE (FR: PATRIMOINE);IMPACT ASSESMENT (ENVIRONMENT);INDIAN OCEAN;INDICATOR (ENVIRONMENTAL);INFORMATION PROCESSING;INFORMATION SYSTEM;INTEGRATIVE APPROACH;INTER-TROPICAL (REGION);ISLAND COUNTRY;LAGOON;MADAGASCAR;MARINE PROTECTED AREA (MPA);MONITORING (SOCIO-ENVIRONMENTAL);MONITORING (STATISTICAL);MULTIDISCIPLINARY;MULTIVARIATE DATA ANALYSIS (MVA);NATURAL RESOURCE MANAGEMENT;NEW CALEDONIA;OBSERVATORY;POPULARIZATION (FR: VULGARISATION);RECREATIONAL USE;SCI. ADMINISTRATION AND MANAGEMENT;SCIENTIFIC EXPERTISE;SDG 04 (SUST. DEVEL. GOAL - EDUCATION);SDG 08 (SUST. DEVEL. GOAL - ECONOMIC GROWTH);SDG 13 (SUST. DEVEL. GOAL - CLIMATE);SDG 14 (SUST. DEVEL. GOAL - OCEANS);SENEGAL;SERIOUS GAME;SOCIAL REPRESENTATION;SOCIO-ECOLOGICAL SCENARIO;SOUTH PACIFIC ISLANDS;SOUTH WESTERN INDIAN OCEAN;SOUTH WESTERN TROPICAL PACIFIC OCEAN;SPATIAL DYNAMICS;STATISTICS;SURVEY (DESIGN);SUSTAINABILITY (FISHERIES);SUSTAINABLE MANAGEMENT;TEACHING TOOLBOX;TRAINING (FR: FORMATION);UMR ENTROPIE (TROPIC. MAR. ECOL. PACIFIC INDIAN OCEANS);VULNERABILITY;WEST AFRICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Didier JOUFFRE]]]]]]];ANIMAL COMMUNITY;ARTISANAL FISHERY;ATLANTIC OCEAN;ATLANTIC OCEAN (INTERTROPICAL);BIODIVERSITY;BIODIVERSITY (CONSERVATION);BIODIVERSITY (FUNCTIONAL);BIODIVERSITY (MARINE);BIOLOGY (MARINE);BIOMASS (OCEAN);BISSAU GUINEA;CAPACITY BUILDING;CATCHABILITY;CENTRAL EAST ATLANTIC OCEAN;CONSERVATION BIOLOGY;DATA (ENVIRONMENTAL, SOCIO-ECOLOGICAL);DATA (FISHERIES);DATA ANALYSIS;DATA POOR CONTEXT;DEMERSAL FISH SPECIES;EAF (ECOSYSTEM APPROACH TO FISHERIES);ECOLOGY (FISHERIES);ECOLOGY (LAGOON);ECOLOGY (MARINE);ECOLOGY (QUANTITATIVE);ECOSYSTEM (AQUATIC);ECOSYSTEM (COASTAL);ECOSYSTEM (LAGOON OR REEF);ECOSYSTEM (MARINE);ECOSYSTEM DYNAMICS;ELECTRONIC TAGGING;ENVIRONMENT;ENVIRONMENT (MARINE);ETANG DE THAU LAGOON (FRANCE);EXPERTISE (SCIENTIFIC);FISHERIES MANAGEMENT;FISHERIES RESOURCE;FISHERIES SCIENCE (FR: HALIEUTIQUE);FISHES;FORECASTING;GHANA;GLOBAL CHANGE IMPACT;GOVERNANCE;GROWTH EQUATION;GUINEA REP.;INDICATOR (BIOLOGICAL);INDICATOR (DASHBOARD);INDICATOR (ENVIRONMENTAL);INFORMATION SYSTEM;LAGOON;LIFE HISTORY TRAIT;MARINE PROTECTED AREA (MPA);MAURITANIA ISLAMIC REP.;MODEL (MATHEMATICAL);MODEL (NUMERICAL);MODELLING;MODELLING (MATHEMATICAL);MODELLING (PREDICTIVE);MONITORING (ENVIRONMENTAL);MULTIVARIATE DATA ANALYSIS (MVA);OBSERVATORY;OCEANOGRAPHY (BIOLOGICAL);OCTOPUS_VULGARIS;PLANKTON;PLANKTON (ZOO);POPULATION DYNAMICS;RENEWABLE RESOURCE;RESEARCH CRUISE;SDG 14 (SUST. DEVEL. GOAL - OCEANS);SENEGAL;SHRIMP;SPATIAL ANALYSIS;STOCK ASSESSMENT;SUSTAINABILITY (FISHERIES);UMR MARBEC (MAR. BIODIV. EXPLOIT. CONSERV.);UPWELLING;VIRTUAL POPULATION ANALYSIS (VPA);WEST AFRICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Régis HOCDE]]]]]]];ANIMAL COMMUNITY;BIODIVERSITY;BIODIVERSITY (HOTSPOT);BIODIVERSITY (ISLAND);BIODIVERSITY (MARINE);BIOLOGY (MARINE);COLOMBIA;COMPUTER SCIENCE;CONSERVATION BIOLOGY;CORAL TRIANGLE (MARINE AREA);DATA (GENETICS);DATA ANALYSIS;DATA COLLECTION;DATA COMMUNICATION NETWORK;DATA DISSEMINATION;DATA INFRASTRUCTURE;DATA INTEROPERABILITY;DATA MANAGEMENT;DATA PROCESSING;DATA SHARING;DATABASE ENGINEERING;ECOLOGY (MARINE);ECOSYSTEM (AQUATIC);ECOSYSTEM (LAGOON/REEF);ECOSYSTEM (MARINE);EDUCATION;PEDAGOGY;ENVIRONMENT;ENVIRONMENT (ISLAND);ENVIRONMENTAL DNA;ESTUARY;EXPERTISE (ENGINEERING);FAIR (FIND, ACCESS, INTEROPERATE, REUSE) DATA;FISHES;GEOMATICS;INDONESIA;INFORMATION PROCESSING;INFORMATION SYSTEM;INFORMATION TECHNOLOGY (IT);INTEROPERABILITY;IT SYSTEM MANAGEMENT;IT SYSTEMS (DECENTRALIZED);IT SYSTEMS ARCHITECTURE;LENGGURU (INDONESIA);MACHINE;DEEP LEARNING;MARINE MEGAFAUNA;MARINE PROTECTED AREA (MPA);MESOPHOTIC;TWILIGHT ZONE (OCEANOGR.);METADATA;MONITORING (ENVIRONMENTAL);MULTI-SENSOR APPROACH;MULTIDISCIPLINARY;NEW GUINEA (INDONESIA);OBSERVATORY;OCEANOGRAPHY (BIOLOGICAL);OPEN DATA;OPEN SCIENCE;OPEN SOURCE;OPERATIONAL RESEARCH;REMOTE SENSING;RESEARCH CRUISE;RESEARCH INFRASTRUCTURE;SCIENTIFIC DIVING;SDG 04 (SUST. DEVEL. GOAL - EDUCATION);SDG 14 (SUST. DEVEL. GOAL - OCEANS);SEAMOUNT;SENSOR OBSERVATION SERVICE;SOUTH PACIFIC ISLANDS;SOUTH WESTERN TROPICAL PACIFIC OCEAN;TRAINING (FR: FORMATION);UMR MARBEC (MAR. BIODIV. EXPLOIT. CONSERV.);WEB SERVICES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Nicolas BARRIER]]]]]]];APECOSM (APEX PREDATORS ECOSYSTEM MODEL);ATLANTIC OCEAN;ATMOSPHERE;BIODIVERSITY (MARINE);BIOLOGY (MARINE);BIOMASS (OCEAN);CLIMATE CHANGE IMPACTS;CLIMATOLOGY (HYDRO);COMPUTER SCIENCE;CURRENTOLOGY;DEVELOPMENT (SOFTWARE ARCHITECTURE);DEVELOPMENT (SOFTWARE);DISCRETIZATION;DISPERSAL (LARVAL);ECOLOGY (FISHERIES);ECOLOGY (MARINE);ECOSYSTEM (MARINE);ECOSYSTEM (TROPICAL PELAGIC);ECOSYSTEM DYNAMICS;ECOSYSTEM PROCESSES;FISHERIES RESOURCE;FISHERIES SCIENCE (FR: HALIEUTIQUE);FISHES;GLOBAL OCEAN;HIGH PERFORMANCE COMPUTING;HYDROGRAPHY;ICHTHYOP (SOFTWARE);INDICATOR (ENVIRONMENTAL);INFORMATION TECHNOLOGY (IT);INTERPOLATION;LAGRANGIAN MECHANICS;MATHEMATICS;MATLAB (SOFTWARE);MEDITERRANEAN SEA;METEOROLOGY (HYDRO);MODEL (AGENT-BASED);MODEL (BIO-PHYSICAL);MODEL (BIOENERGETICS);MODEL (BIOGEOCHEMICAL);MODEL (END-TO-END);MODEL (INDIVIDUAL-BASED);MODEL (LAND VEGETATION);MODEL (NUMERICAL);MODEL (PREDATOR-PREY);MODEL COUPLING;MODEL DEB (DYNAMIC ENERGY BUDGET);MODELLING;MODELLING (CALIBRATION);MODELLING (ECOLOGICAL);MODELLING (INTEGRATED);MODELLING (INTERDISCIPLINARY);MODELLING (MULTI-SCALE);NATURAL RESOURCE MANAGEMENT;NORTH ATLANTIC OCEAN;OCEAN CIRCULATION;OCEANOGRAPHY;OCEANOGRAPHY (BIOLOGICAL);OCEANOGRAPHY (PHYSICAL);OSMOSE (MODEL);PARALLEL AND DISTRIBUTED COMPUTING;PLANKTON;PLANKTON (ICHTYO);PLANKTON (PHYTO);PLANKTON (ZOO);PROGRAM OPTIMIZATION;PYTHON (PROGRAMMING LANGUAGE);R (PROGRAMMING LANGUAGE);SDG 13 (SUST. DEVEL. GOAL - CLIMATE);SDG 14 (SUST. DEVEL. GOAL - OCEANS);SEAMOUNT;SIMULATION;TRAINING (FR: FORMATION);UMR MARBEC (MAR. BIODIV. EXPLOIT. CONSERV.);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[[[[[[[Marine HERRMANN]]]]]]];APPLIED CHAOS;ATMOSPHERE;BIOGEOCHEMISTRY;BIOMASS (OCEAN);CARBON CYCLE;CHLOROPHYLL;CLIMATE CHANGE IMPACTS;CLIMATIC FORCING;CLIMATOLOGY (HYDRO);COASTAL PROCESSES;DATA (SATELLITE);DELTA;DETERMINISTIC APPROACH;DIFFERENTIAL EQUATION;DOWNSCALING (MODELLING);DYNAMICAL SYSTEM;ECOSYSTEM (TROPICAL PELAGIC);ESTUARY;EXTREME EVENT;INTEGRATIVE APPROACH;MATHEMATICS (APPLIED);MATTER CYCLE;MEDITERRANEAN SEA;MODEL (BIO-PHYSICAL);MODEL (BIOGEOCHEMICAL);MODEL (MATHEMATICAL);MODEL (NUMERICAL);MODEL COUPLING;MODELLING;MODELLING (CHAOS);MODELLING (HYDRODYNAMICS);MODELLING (INTEGRATED);MODELLING (INTERDISCIPLINARY);MODELLING (MATHEMATICAL);MODELLING (MULTI-SCALE);MODELLING (PHYSICS);MULTI-MODEL COUPLING (MMC);MULTI-SCALE (SPATIAL);MULTIDISCIPLINARY;OCEAN CIRCULATION;OCEANIC CONVECTION;OCEANOGRAPHY;OCEANOGRAPHY (PHYSICAL);PLANKTON;PLANKTON (PHYTO);REMOTE SENSING;RESEARCH CRUISE;SATELLITE PRODUCT;SDG 04 (SUST. DEVEL. GOAL - EDUCATION);SDG 13 (SUST. DEVEL. GOAL - CLIMATE);SDG 14 (SUST. DEVEL. GOAL - OCEANS);SDG 15 (SUST. DEVEL. GOAL - TERRESTRIAL ECOSYSTEMS);SEMI-ENCLOSED SEA;SIMULATION;SOUTH-EAST ASIA;SUSTAINABILITY SCIENCE;TRAINING (FR: FORMATION);UMR LEGOS (SPACE GEOPHYS. OCEANOGR. STUDIES LAB.);UPWELLING;VIETNAM;WATER CYCLE;WATERSHED (FR: BASSIN VERSANT);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
